Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8546800741,GEP8446,NY,PAS,04/08/2017,71,4DSD,DODGE,T,7180,0,0,20170329,72,72,72,362181,T302,J,0157P,,K,I,S,20th St,20ft E/of 7th Ave,0,408,j6,,YYYYYYY,,,RD,,2013,,0,J,71A-Insp Sticker Expired (NYS),,,
8225523428,GFF1647,NY,999,08/04/2016,70,SUBN,LEXUS,T,20390,53790,19990,20160707,106,106,106,363575,T402,D,0805A,,Q,F,104-25,110th St,,0,408,j3,,YYYYYYY,,,RED,,2010,,0,39 4,70A-Reg. Sticker Expired (NYS),,,
8506329759,79503MH,NY,COM,06/12/2017,20,VAN,DODGE,T,16150,0,0,20180619,5,5,5,362224,T105,C,0405P,,NY,I,W,Crosby St,10ft N/of Prince St,0,408,d,,YYYYY,0800A,0600P,WH,,2003,,0,77,20-No Parking (Com Plate),,,
8456504257,FRS9592,NY,PAS,09/03/2016,38,4DSD,INFIN,T,57790,24240,24290,20180109,109,109,109,357787,T401,H,1258P,,Q,F,164-03,Northern Blvd,,0,408,h1,,Y,0900A,0700P,BK,,2014,,0,06-A,38-Failure to Display Muni Rec,,,
8407021465,HBP5060,NY,PAS,02/14/2017,21,2DSD,BMW,T,7190,28020,6940,20170924,114,114,114,355659,T401,B,1008A,,Q,F,22-61,24th St,,0,408,d1,,Y,0930A,1100A,WH,,2008,,0,34-A,21-No Parking (street clean),,,
8542669368,GXR6849,NY,PAS,05/27/2017,70,4DSD,NISSA,T,16780,15780,30630,20170506,62,62,62,347615,T302,L,0821A,,K,F,186,Bay 31st St,,0,408,j3,,YYYYYYY,,,WHITE,,0,,0,W,70A-Reg. Sticker Expired (NYS),,,
8027042501,CXG2503,NY,PAS,10/05/2016,74,SUBN,JEEP,T,24040,35780,35780,20170315,107,107,107,356537,T402,P,0232P,,Q,F,65-96,160th St,,0,408,j2,,,,,GR,,2004,,0,H 42,74B-Covered Plate,,,
8020611009,AZY3825,NY,PAS,01/11/2017,14,2DSD,VOLKS,T,54000,0,0,20171110,94,94,94,363934,T301,S,0148P,,K,I,W,Kent Ave,45ft N/of Metropolit,0,408,c,,YYYYYYY,,,BK,,1997,,0,17,14-No Standing,,,
1415695258,BJA564,SC,PAS,10/06/2016,46,SDN,TOYOT,P,56230,87130,48730,0,75,75,75,943226,75,0,1148A,,K,F,2104,LINDEN BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
8549104784,Y61GUF,NJ,PAS,05/21/2017,20,4DSD,HONDA,T,26230,36580,36630,88880088,67,67,67,357116,T302,U,0530A,,K,F,3917,Church Ave,,0,408,d,,YYYYYYY,,,SILVE,,0,,0,J,20A-No Parking (Non-COM),,,
8326045615,ECN4940,NY,PAS,04/01/2017,20,4DSD,HYUND,T,24465,0,0,20171004,70,70,70,364018,T302,P,1054A,,K,I,N,Campus Rd,100ft W/of Amersfort,0,408,d,,YYYYYYY,,,SILVE,,2011,,0,11,20A-No Parking (Non-COM),,,
8500450990,75457MC,NY,COM,04/27/2017,70,DELV,ISUZU,T,10610,34170,34190,88880088,14,14,14,347426,T502,X,0947A,,NY,F,183,7th Ave,,0,408,j3,,YYYYYYY,,,ORANG,,0,,0,99,70-Reg. Sticker Missing (NYS),,,
4629189531,R59BJX,NJ,PAS,01/09/2017,36,4 DR,KIA,V,0,0,0,0,,0,0,0,,,1106A,,BK,,,WB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,BLK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7067915491,HGR6882,NY,PAS,12/22/2016,21,4DSD,NISSA,T,0,0,0,20180817,52,52,52,363139,T201,O,0857A,,BX,I,N,E 208th St,20ft E/of Rochambeau,0,408,d1,,Y  Y,0830A,1000A,RED,,2013,,0,B 21,21-No Parking (street clean),,,
8518003222,XBGY75,NJ,PAS,02/24/2017,38,DELV,FRUEH,T,10010,18750,18770,20170088,19,19,19,363143,T103,Q,1007A,,NY,F,1700,1st Ave,,0,408,h1,,YYYYYYY,,,RED,,0,,0,C,38-Failure to Display Muni Rec,,,
8567305032,PSD3064,GA,PAS,05/25/2017,50,SUBN,KIA,T,0,0,0,20170088,112,112,112,330743,T402,N,0614A,,Q,I,E,75th Ave,0ft N/of 113th St,0,408,e5,,YYYYYYY,,,BLACK,,0,,0,K,50-Crosswalk,,,
8334512120,12004MJ,NY,COM,07/02/2016,46,VAN,NS/OT,T,45590,18530,18550,88888888,19,19,19,355162,T103,H,1026A,1200P,NY,O,1459,York Ave,,20160702,408,F1,,,,,BROWN,,2016,,0,C 77,46B-Double Parking (Com-100Ft),,,
8519857358,L80GTU,NJ,PAS,03/28/2017,37,4DSD,ME/BE,T,36970,13610,21190,88880088,33,33,33,353069,T103,P,0120P,0114A,NY,O,601,W 160th St,,20170328,408,h1,,Y,0800A,0700P,SILVE,,0,122-8472,0,18,37-Expired Muni Meter,,,
8421060119,CLC5133,NY,PAS,02/07/2017,40,SUBN,MAZDA,T,36270,11710,27390,20170413,28,28,28,361115,T103,N,0304P,,NY,F,537,W 125th St,,0,408,e2,,YYYYYYY,,,BK,,2016,,3,C,40-Fire Hydrant,,,
8520410649,24980MH,NY,COM,05/03/2017,46,DELV,ISUZU,T,13610,37290,37310,20170630,33,33,33,363486,T103,S,0400P,,NY,F,4185,Broadway,,0,408,F1,,YYYYYYY,,,WH,,2008,,0,2,46B-Double Parking (Com-100Ft),,,
8519800701,HAE9630,NY,PAS,02/22/2017,38,4DSD,KIA,T,18370,24890,10210,20171018,19,19,19,361037,T103,R,0551P,,NY,F,131,E 69th St,,0,408,h1,,Y,0900A,0700P,BL,,2007,,0,5,38-Failure to Display Muni Rec,,,
8149025212,HDU1105,NY,PAS,09/20/2016,21,SUBN,CHEVR,T,85330,0,0,20180216,90,90,90,361336,T301,E,1116A,,K,I,E,Throop Ave,30ft S/of Bartlett S,0,408,d1,,Y  Y,1100A,1230A,BK,,2016,,0,15 3,21-No Parking (street clean),,,
4625599611,EGH1800,NY,PAS,10/21/2016,36,2DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0204P,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4633687906,GRE5980,NY,PAS,05/10/2017,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1148A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,GR,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8560102310,51189MJ,NY,COM,05/17/2017,37,PICK,FORD,T,37290,64290,9640,20180731,114,114,114,357761,T401,G,0421P,0411P,Q,F,40-13,Broadway,,0,408,h1,,Y,0830A,0700P,BK,,2016,407-2232,0,25-P,37-Expired Muni Meter,,,
7809519955,3746VH,ME,PAS,03/31/2017,38,4DSD,FORD,T,40930,40230,36080,20170388,70,70,70,356180,T302,R,0207P,,K,F,1428,Flatbush Ave,,0,408,h1,,YYYYY,0200P,0700P,BLUE,,0,,0,9,38-Failure to Display Muni Rec,,,
5095479333,FFA4225,NY,PAS,02/28/2017,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1211P,,BK,,,CONEY ISLAND AVE (S/,B) @ AVE P,0,1111,D,T,,,,GY,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
8515258675,66826MC,NY,COM,03/17/2017,18,DELV,MI/F,T,10110,18750,18770,20181130,19,19,19,354164,T103,H,0934A,,NY,O,1700,2nd Ave,,0,408,f4,,YYYYYYY,0700A,1000A,WH,,2007,,0,35,18-No Stand (bus lane),,,
4632020266,GTR4425,NY,PAS,03/23/2017,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1119A,,QN,,,WB QUEENS BLVD @ 36T,H ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7926630007,88949MA,NY,COM,01/11/2017,46,PICK,CHEVR,T,27790,18450,18470,20170831,19,19,19,356243,T103,M,0257P,,NY,O,778,Park Ave,,0,408,F1,,,,,WH,,2012,,0,C,46B-Double Parking (Com-100Ft),,,
8507254202,SHUHUV,NY,SRF,02/13/2017,20,4DSD,LEXUS,T,15610,40404,40404,20170605,7,7,7,358900,T101,M,1211P,,NY,F,530,Columbia St,,0,408,d,,YYYYYYY,,,BK,,2016,,0,A,20A-No Parking (Non-COM),,,
8027283140,59907MJ,NY,COM,10/25/2016,19,VAN,ISUZU,T,59990,0,0,88888888,112,112,112,363517,T402,D,1159A,,Q,I,S,Queens Blvd,15ft E/of 71st Ave,0,408,c3,,YYYYYYY,,,WHITE,,2016,,0,09 4,19-No Stand (bus stop),,,
8503152563,2FB462,MA,PAS,01/13/2017,38,4DSD,FORD,T,37290,8390,8540,88880088,114,114,114,345451,T401,H,0451P,,Q,F,33-15,Broadway,,0,408,h1,,Y,0830A,0700P,WHITE,,0,,0,31-P,38-Failure to Display Muni Rec,,,
8504321368,37ST61,NY,MOT,05/15/2017,16,MCY,NS/OT,T,29390,13610,15350,20180430,1,1,1,358525,T105,H,1017A,,NY,F,65,Reade St,,0,408,k2,,YYYYY,0800A,0600P,BLACK,,0,,0,27,16A-No Std (Com Veh) Non-COM,,,
5095566308,T690349C,NY,OMT,03/08/2017,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1245A,,QN,,,N CONDUIT AVE (W/B),@ LEFFERTS BLVD,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
8530420720,GEL 4978.00,NY,PAS,06/03/2017,70,SUBN,MERCU,T,9720,43520,12120,20170530,41,41,41,365345,T201,Q,1111A,,BX,O,950,Avenue Saint John,,0,408,j3,,YYYYYYY,,,BK,,2003,,0,3,70A-Reg. Sticker Expired (NYS),,,
8567500606,SRA77N,NJ,PAS,06/01/2017,20,PICK,TOYOT,T,34250,10065,11110,88880088,10,10,10,341149,T108,H,0302P,,NY,F,524,W 24th St,,0,408,d,,YYYYY,0800A,0600P,BROWN,,0,,0,01A,20A-No Parking (Non-COM),,,
7494388953,HFL3691,NY,PAS,08/28/2016,20,4DSD,HYUND,T,5940,23190,23290,20180515,109,109,109,358569,T401,N,1031A,,Q,F,149-38,14th Ave,,0,408,d,,YYYYYYY,,,GY,,2017,,0,Z 41,20A-No Parking (Non-COM),,,
8538810959,FMH5419,NY,PAS,06/07/2017,16,4DSD,HONDA,T,93250,54650,21130,20170615,88,88,88,346173,T301,D,1042A,,K,F,89,Willoughby St,,0,408,k2,,YYYYYYY,1000A,0400P,TN,,2004,,0,6,16A-No Std (Com Veh) Non-COM,,,
4631944225,GJB6359,NY,PAS,03/22/2017,36,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,1040A,,QN,,,NB BAISLEY BLVD @ 15,5TH ST,0,1180,B,T,,,,BL,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4625221158,P28FTS,NJ,PAS,10/17/2016,36,WAGO,CADIL,V,0,0,0,0,,0,0,0,,,1237P,,BX,,,NB RIVERDALE AVE @ W,254TH ST,0,1180,B,T,,,,SL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8317543134,T440648,IL,PAS,11/23/2016,84,TRAC,NS/OT,T,0,0,0,88880088,48,48,48,361903,T201,A,1011A,,BX,I,S,E Fordham Rd,10ft E/of Washington,0,408,k7,,,,,RED,,0,,0,01 2,84-Platform lifts in low posit,,,
1399995947,HET2303,NY,PAS,07/03/2016,14,SDN,CHEVR,P,0,40404,40404,20170319,42,42,42,939223,42,0,0535P,,BX,F,1700,CROTONA P,,0,408,F1,,BBBBBBB,ALL,ALL,GOLD,0,2013,-,0,,,,,
7994378365,HCF5066,NY,PAS,10/25/2016,20,SUBN,CHEVR,T,19050,10210,10110,20171007,23,23,23,346193,T103,B,0709A,,NY,O,201,E 104th St,,0,408,d,,Y Y,0700A,0400P,GY,,2015,,0,CC1,20A-No Parking (Non-COM),,,
8519907090,GVU5014,NY,PAS,03/04/2017,16,4DSD,ACURA,T,18250,10210,10110,20190115,19,19,19,354098,T103,M,0715A,,NY,F,245,E 63rd St,,0,408,k2,,Y,0700A,0700P,GY,,2015,,0,E,16A-No Std (Com Veh) Non-COM,,,
8159025610,PHG6733,GA,PAS,12/09/2016,21,4DSD,CHRYS,T,61730,70030,73110,20160088,81,81,81,351966,T301,L,1116A,,K,O,779,Monroe St,,0,408,d1,,Y  Y,1100A,1230A,GREY,,0,,0,K 31,21-No Parking (street clean),,,
8537403684,CLV4608,NC,PAS,03/28/2017,46,SUBN,VOLVO,T,11830,0,0,20170888,88,88,88,346022,T802,A,1032P,,K,I,E,Adelphi St,40ft N/of Myrtle Ave,0,408,f1,,YYYYYYY,,,RED,,0,,0,R,46A-Double Parking (Non-COM),,,
8274046699,HCW8822,NY,PAS,09/23/2016,21,4DSD,HONDA,T,41330,51530,18530,20171209,83,83,83,348529,T301,B,0859A,,K,F,802,Flushing Ave,,0,408,d1,,Y  Y,0830A,1000A,BK,,2015,,0,15 3,21-No Parking (street clean),,,
8490112010,15948MC,NY,COM,01/26/2017,38,UTIL,FORD,T,5280,10780,10830,88888888,68,68,68,363919,T302,E,0202P,,K,F,8414,3rd Ave,,0,408,h1,,Y,0800A,0700P,WHITE,,2012,,0,32,38-Failure to Display Muni Rec,,,
8349017417,74321MH,NY,COM,08/24/2016,48,REFG,INTER,T,12110,17010,17030,20170331,9,9,9,363125,T101,H,0825A,,NY,F,17,Avenue A,,0,408,e9,,,,,GR,,2016,,0,66 1,48-Bike Lane,,,
8247031929,31361MG,NY,COM,10/28/2016,14,DELV,FRUEH,T,28490,22410,22412,88888888,1,1,1,363484,T105,J,1002A,,NY,O,110,Pearl St,,0,408,c,,YYYYYYY,,,WHITE,,2004,,0,7,14-No Standing,,,
8478626232,T724661C,NY,OMT,05/15/2017,38,4DSD,TOYOT,T,10210,17490,17510,20180228,13,13,13,359594,T102,J,0211P,,NY,F,344,3rd Ave,,0,408,h1,,Y,0830A,1000P,GY,,2016,,0,10,38-Failure to Display Muni Rec,,,
8574652106,G56HLT,NJ,PAS,06/26/2017,38,2DSD,PONTI,T,64290,0,0,88880088,114,114,114,365879,T401,U,1035A,,Q,I,E,Steinway St,10ft N/of 23rd St,0,408,h1,,Y,0800A,0700P,BLUE,,0,,0,30-A,38-Failure to Display Muni Rec,,,
7407949669,HBG6648,NY,PAS,09/12/2016,40,SUBN,TOYOT,T,52120,27360,27390,20171210,46,46,46,363028,T201,J,0254P,,BX,F,2525,Morris Ave,,0,408,e2,,YYYYYYY,,,BK,,2002,,7,39 2,40-Fire Hydrant,,,
8052020610,FPP8108,NY,PAS,10/25/2016,38,SUBN,TESLA,T,24890,18590,18610,20170804,19,19,19,363966,T103,Q,0327P,,NY,F,1182,Lexington Ave,,0,408,h1,,YYYYY,1000A,0700P,BL,,2016,,0,01 7,38-Failure to Display Muni Rec,,,
8481204596,DUY2471,NY,PAS,01/16/2017,38,SUBN,TOYOT,T,24890,27800,24890,20181022,17,17,17,364021,T102,I,1152A,,NY,O,180,Lexington Ave,,0,408,h1,,Y,0800A,0700P,RD,,2006,,0,2,38-Failure to Display Muni Rec,,,
8295023871,T676186C,NY,OMT,10/06/2016,40,4DSD,TOYOT,T,10330,6980,7080,20170531,62,62,62,330578,T302,U,0648A,,K,F,1927,Bay Ridge Pky,,0,408,e2,,YYYYYYY,,,BK,,2014,,0,E 32,40-Fire Hydrant,,,
8474166482,BLANKPLATE,99,999,03/18/2017,38,4DSD,CHEVR,T,40890,23800,23850,88888888,106,106,106,364905,T402,G,0513P,,Q,F,158-46,Cross Bay Blvd,,0,408,h1,,Y,0900A,0700P,GOLD,,2017,,0,41,38-Failure to Display Muni Rec,,,
8473403782,FAO8199,NY,999,11/01/2016,20,SUBN,CHRYS,T,64730,6180,8880,20160630,66,66,66,358908,T302,D,0249P,,K,F,4509,New Utrecht Ave,,0,408,d,,YYYYYYY,,,SILVE,,2016,,0,24 3,20A-No Parking (Non-COM),,,
8482064540,AL356U,NJ,PAS,03/17/2017,84,DELV,INTER,T,24890,0,0,88880088,17,17,17,359575,T106,O,1146A,,NY,I,W,Lexington Ave,15ft N/of E 52nd St,0,408,k7,,YYYYYYY,,,GREEN,,0,,0,39,84-Platform lifts in low posit,,,
7498588997,EWM3532,NY,PAS,08/25/2016,38,4DSD,ME/BE,T,64290,7240,7540,20160914,114,114,114,355088,T401,J,1022A,,Q,F,7¤ë25¤é,Steinway St,,0,408,h1,,Y,0800A,0700P,SILVE,,2016,,0,48-P,38-Failure to Display Muni Rec,,,
5096299715,T675456C,NY,OMT,05/04/2017,7,SUBN,MITSU,V,0,0,0,0,,0,0,0,,,0851P,,BK,,,OCEAN PKWY (N/B) @ A,VE X,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
8481316635,P831741,IL,PAS,04/28/2017,79,BUS,NS/OT,T,34450,0,0,20170088,14,14,14,363916,T506,H,0425P,,NY,I,N,W 34th St,100ft W/of E 110th S,0,408,c3,,YYYYYYY,,,SILVE,,0,,0,16,79-Bus Layover (No Pass),,,
8250020558,GZZ9393,NY,PAS,10/15/2016,74,4DSD,LEXUS,T,17250,32645,13610,20170816,6,6,6,363461,T105,D,0537P,,NY,F,52,E 13th St,,0,408,j2,,,,,GY,,2015,,0,32,74-Missing Display Plate,,,
8400537555,EXZ4391,NY,PAS,02/17/2017,37,SUBN,CHRYS,T,64730,0,0,20180323,66,66,66,359630,T302,I,0144P,0100P,K,I,S,New Utrecht Ave,15ft W/of 51st St,0,408,h1,,YYYYY,0830A,0700P,BK,,2015,349-3082,0,24,37-Expired Muni Meter,,,
7085889020,GZD5486,NY,PAS,08/18/2016,16,SUBN,DODGE,T,16850,13610,32610,20170625,1,1,1,358525,T105,H,0141P,,NY,F,112,Duane St,,0,408,k2,,YYYYY,0800A,0600P,BL,,2002,,0,31,16A-No Std (Com Veh) Non-COM,,,
8526660512,GFR2580,NY,PAS,04/26/2017,38,SUBN,NISSA,T,56890,12550,12550,20170507,43,43,43,364894,T201,I,0102P,,BX,O,1410,Parkchester Rd,,0,408,h1,,Y,0900A,0700P,BK,,2004,,0,5,38-Failure to Display Muni Rec,,,
1399313988,278368B,ME,PAS,08/26/2016,66,SEMI,,S,54520,21650,78570,20270228,41,41,0,612451,BXTF,0,0358P,,BX,F,1169,OAK POINT AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
8519122670,AT693J,NJ,PAS,05/04/2017,84,TRAC,FRUEH,T,24890,18890,18910,88880088,23,23,23,362283,T103,Q,0843A,,NY,O,1501,Lexington Ave,,0,408,k7,,YYYYYYY,,,WHITE,,0,,0,C,84-Platform lifts in low posit,,,
7628385928,FAW4628,NY,PAS,07/05/2016,74,SUBN,FORD,T,8880,6380,6480,20160602,66,66,66,359337,T302,C,1029A,,K,F,1371,46th St,,0,408,j2,,,,,WHITE,,2010,,0,01 3,74-Missing Display Plate,,,
8535128440,EUH5514,NY,PAS,06/12/2017,37,4DSD,TOYOT,T,13430,64330,5280,20170810,84,84,84,357368,T301,I,1110A,1000A,K,F,497,Atlantic Ave,,0,408,h1,,Y,0900A,0700P,GY,,2008,301-3022,0,5,37-Expired Muni Meter,,,
8576052490,3CM0808,MD,PAS,06/22/2017,38,4DSD,CHRYS,T,37630,40404,40404,20180988,62,62,62,365911,T302,P,0434P,,K,O,2501,E 86th St,,0,408,h1,,Y,0830A,0700P,GREY,,0,,0,6,38-Failure to Display Muni Rec,,,
4624946753,HAN7445,NY,PAS,10/11/2016,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0150P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8298540610,CWE9421,NY,PAS,10/27/2016,21,SUBN,LEXUS,T,11830,31530,54130,20180509,88,88,88,348529,T301,B,1039A,,K,O,321,Adelphi St,,0,408,d1,,Y,0930A,1100A,GY,,2008,,0,03 3,21-No Parking (street clean),,,
8509280540,XBYW21,NJ,PAS,06/10/2017,40,DELV,ISUZU,T,21690,31890,15510,88880088,7,7,7,363951,T101,F,0521P,,NY,F,395,Grand St,,0,408,e2,,YYYYYYY,,,GREEN,,0,,0,63,40-Fire Hydrant,,,
7720563967,68217MG,NY,COM,08/30/2016,38,VAN,HINO,T,48830,0,0,20170228,84,84,84,363529,T301,G,0924A,,K,I,E,Henry St,50ft N/of Montague S,0,408,h1,,Y,0830A,0700P,BK,,2015,,0,02 3,38-Failure to Display Muni Rec,,,
8516754790,T617964C,NY,OMT,03/09/2017,9,SUBN,CHEVR,T,27790,18190,0,20170430,19,19,19,355325,T103,O,0941A,,NY,X,,Park Ave,E 60th St,0,408,e1,,YYYYYYY,,,BK,,2015,,0,CC1,09-Blocking the Box,,,
8544175480,FGS5548,NY,PAS,06/23/2017,14,SUBN,SUBAR,T,5580,72500,6830,20181009,78,78,78,362237,T302,L,0642A,,K,F,612,5th Ave,,0,408,c,,YYYYYYY,,,GREEN,,2002,,0,C1,14-No Standing,,,
8527759962,HDZ6856,NY,OMS,03/25/2017,20,SUBN,FORD,T,53920,0,0,20170930,43,43,43,359297,T201,R,0531A,,BX,I,N,Newbold Ave,220ft E/of Virginia,0,408,d,,YYYYYYY,,,GY,,2017,,0,A,20A-No Parking (Non-COM),,,
8343041197,WNL1190,VA,PAS,10/22/2016,40,4DSD,BMW,T,7180,76030,87430,20170388,72,72,72,353177,Broo,B,1031P,,K,F,670,20th St,,0,408,e2,,YYYYYYY,,,BLACK,,0,,4,G 31,40-Fire Hydrant,,,
4626060729,KDT6427,PA,PAS,10/31/2016,36,SDN,ACURA,V,0,0,0,0,,0,0,0,,,0830A,,QN,,,EB ROCKAWAY BLVD @ 1,00TH ST,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8464531941,HEB6487,NY,PAS,02/03/2017,40,PICK,NISSA,T,20590,0,0,20180128,102,102,102,345317,T402,X,0440A,,Q,I,W,112th St,15ft S/of 95th Ave,0,408,e2,,YYYYYYY,,,RD,,2006,,0,J,40-Fire Hydrant,,,
8251020906,TRIPLEX5,NY,SRF,08/01/2016,70,SUBN,BMW,T,10110,17090,17110,20160702,9,9,9,361375,T105,C,0820P,,NY,F,100,2nd Ave,,0,408,j3,,YYYYYYY,,,RD,,2004,,0,1,70A-Reg. Sticker Expired (NYS),,,
8094528564,FWS8345,NY,PAS,02/18/2017,38,SUBN,JEEP,T,37290,64290,9640,20180122,114,114,114,364017,T401,D,0850A,,Q,F,40-17,Broadway,,0,408,h1,,Y,0830A,0700P,BK,,2012,,0,52-A,38-Failure to Display Muni Rec,,,
8369514182,HFD3489,NY,PAS,08/09/2016,71,SUBN,BMW,T,52030,54100,71830,20180315,90,90,90,357051,T301,C,0148P,,K,O,91-109,Ingraham St,,0,408,j6,,YYYYYYY,,,BK,,2004,,0,SPCL,71A-Insp Sticker Expired (NYS),,,
7029937405,Z0OO0M3O,NY,SRF,11/17/2016,51,SUBN,NISSA,T,8430,6280,6380,20170131,66,66,66,363548,T302,R,0229P,,K,F,1263,37th St,,0,408,e3,,,,,WH,,2013,,0,01 3,51-Sidewalk,,,
5096505844,AE65120,CT,PAS,05/18/2017,7,4W,FORD,V,0,0,0,0,,0,0,0,,,0627P,,QN,,,WHITESTONE EXPWY SVC,RD (N/B) @ 20TH AVE,0,1111,D,T,,,,BLK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
8150078861,PYP8116,GA,PAS,10/26/2016,20,SUBN,NISSA,T,41830,0,0,20170788,75,75,75,346199,T301,L,0935A,,K,I,N,Fountain Ave,3ft E/of Blake Ave,0,408,d,,YYYYYYY,,,BLACK,,0,,0,A 31,20A-No Parking (Non-COM),,,
4627594823,T666043C,NY,OMT,11/29/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1241P,,BK,,,NB KINGS HWY @ E 94T,H ST,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4630528428,GHLD69,FL,PAS,02/03/2017,36,4D,MAZDA,V,0,0,0,0,,0,0,0,,,1153A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,SIL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4633985668,HCZ2360,NY,PAS,05/17/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1112A,,QN,,,NB SPRINGFIELD BLVD,@ 109TH AVE,0,1180,B,T,,,,GY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1417845569,76893MG,NY,COM,01/20/2017,21,VAN,FORD,S,18830,10110,10010,20170430,19,19,0,534126,MN08,0,0909A,,NY,F,330,EAST 93TH STREET,,0,408,D1,,BYBBYBB,0900A,1030A,BLUE,0,2015,-,0,,,,,
7054264575,GWU5793,NY,PAS,09/21/2016,37,4DSD,BMW,T,13610,17390,17410,20170630,13,13,13,364021,T102,N,0252P,0204P,NY,O,902,Broadway,,0,408,h1,,Y,0900A,0700P,BK,,2015,145-3276,0,27 6,37-Expired Muni Meter,,,
4626663862,HHF7768,NY,PAS,11/10/2016,36,2DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1156A,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7496248794,AS307W,NJ,PAS,10/05/2016,19,TRAC,FRUEH,T,52390,29290,61390,88888888,109,109,109,362165,T401,B,0824A,,Q,F,41-59,Kissena Blvd,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,03 4,19-No Stand (bus stop),,,
1416554191,990ZEH,WI,PAS,01/02/2017,40,SDN,INFIN,P,23220,27030,27060,20170930,,0,48,942153,48,0,0155A,,BX,O,2064,DALY AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
4631491012,GJC9178,NY,PAS,03/09/2017,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0918A,,QN,,,EB QUEENS BLVD @ 35T,H ST,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7025543019,68354MG,NY,COM,09/16/2016,21,PICK,CHEVR,T,59520,26700,26730,20170726,42,42,42,346132,T201,S,0806A,,BX,F,1330,Prospect Ave,,0,408,d1,,Y  Y,0800A,0930A,BL,,2009,,0,N 21,21-No Parking (street clean),,,
1414531308,JRH7722,PA,PAS,08/22/2016,21,SDN,SATUR,S,70220,74480,63820,0,46,46,0,620532,BX05,0,1205P,,BX,O,1778,UNDERCLIFF AVE,,0,408,D1,,YBBYBBB,1130A,0100P,GREEN,0,0,-,0,,,,,
8531314422,FSZ7236,NY,PAS,05/13/2017,20,4DSD,VOLVO,T,0,0,0,20180215,46,46,46,359582,T801,A,0018A,,BX,I,W,Matthewson Rd,60ft N/of Richman Pl,0,408,d,,YYYYYYY,,,GR,,1996,,0,G,20A-No Parking (Non-COM),,,
